taxonID	identifier	title	format	datasetID	subject
urn:lsid:marinespecies.org:taxname:368665	NCBI:txid29197	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368667	NCBI:txid82162	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368668	NCBI:txid2797	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368669	NCBI:txid930023	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368670	NCBI:txid2806	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368671	NCBI:txid661027	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368672	NCBI:txid446134	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368673	NCBI:txid131220	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368674	NCBI:txid29197	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368676	NCBI:txid1242998	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368677	NCBI:txid35422	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368680	NCBI:txid51325	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368683	NCBI:txid590977	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368684	NCBI:txid589512	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368685	NCBI:txid425074	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368686	NCBI:txid2045265	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368687	NCBI:txid1443949	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368688	NCBI:txid31491	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368689	NCBI:txid2045264	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368690	NCBI:txid2045258	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368691	NCBI:txid369754	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368692	NCBI:txid123989	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368693	NCBI:txid31370	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368694	NCBI:txid199699	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368695	NCBI:txid244123	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368696	NCBI:txid369753	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368697	NCBI:txid2682466	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368698	NCBI:txid35430	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368702	NCBI:txid531990	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368703	NCBI:txid141907	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368704	NCBI:txid77029	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368706	NCBI:txid485343	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368708	NCBI:txid282338	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368709	NCBI:txid420624	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368711	NCBI:txid123990	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368712	NCBI:txid31374	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368714	NCBI:txid35433	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368715	NCBI:txid379500	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368716	NCBI:txid35434	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368717	NCBI:txid379499	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368744	NCBI:txid2008390	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368746	NCBI:txid2008703	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368748	NCBI:txid998122	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368751	NCBI:txid2316380	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368753	NCBI:txid48610	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368754	NCBI:txid48609	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368755	NCBI:txid227970	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368757	NCBI:txid227971	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368758	NCBI:txid381702	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368759	NCBI:txid371975	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368762	NCBI:txid91050	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368763	NCBI:txid87155	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368764	NCBI:txid97151	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368765	NCBI:txid2026933	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368766	NCBI:txid257613	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368768	NCBI:txid1848510	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368770	NCBI:txid1037068	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368771	NCBI:txid257562	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368772	NCBI:txid2814	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368773	NCBI:txid50886	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368774	NCBI:txid257583	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368775	NCBI:txid35193	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368776	NCBI:txid257590	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368778	NCBI:txid38385	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368781	NCBI:txid233768	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368782	NCBI:txid3173	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368783	NCBI:txid416989	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368784	NCBI:txid2012474	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368785	NCBI:txid105415	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368794	NCBI:txid1955719	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368796	NCBI:txid556812	"To GenBank (3 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368799	NCBI:txid545817	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368801	NCBI:txid655579	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368804	NCBI:txid556792	"To GenBank (6 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368808	NCBI:txid2482676	"To GenBank (33 nucleotides; 25 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368816	NCBI:txid556806	"To GenBank (5 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368835	NCBI:txid559822	"To GenBank (3 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368837	NCBI:txid655527	"To GenBank (3 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368854	NCBI:txid655568	"To GenBank (3 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368865	NCBI:txid478244	"To GenBank (2 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368867	NCBI:txid158747	"To GenBank (51 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368868	NCBI:txid1220054	"To GenBank (42 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368869	NCBI:txid1276262	"To GenBank (2 nucleotides; 13 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368870	NCBI:txid1961079	"To GenBank (5 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368871	NCBI:txid1961080	"To GenBank (5 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368873	NCBI:txid268579	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368875	NCBI:txid2682465	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368876	NCBI:txid88165	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368877	NCBI:txid531991	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368879	NCBI:txid77031	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368880	NCBI:txid244124	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368881	NCBI:txid2682564	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368882	NCBI:txid2201465	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368883	NCBI:txid2682468	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368886	NCBI:txid31492	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368887	NCBI:txid1649285	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368888	NCBI:txid35431	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368890	NCBI:txid446133	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368891	NCBI:txid2682554	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368892	NCBI:txid416990	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368896	NCBI:txid1108639	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368897	NCBI:txid3043	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368898	NCBI:txid33634	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:368925	NCBI:txid556791	"To GenBank (4 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368948	NCBI:txid556797	"To GenBank (7 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368949	NCBI:txid2461347	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368951	NCBI:txid1277723	"To GenBank (4 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368952	NCBI:txid109180	"To GenBank (6 nucleotides; 5 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368972	NCBI:txid109188	"To GenBank (3 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:368977	NCBI:txid556836	"To GenBank (6 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369034	NCBI:txid868588	"To GenBank (2 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369038	NCBI:txid186917	"To GenBank (15 nucleotides; 5 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369039	NCBI:txid136951	"To GenBank (10 nucleotides; 6 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369053	NCBI:txid105949	"To GenBank (31 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369064	NCBI:txid1028725	"To GenBank (11 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369073	NCBI:txid3076157	"To GenBank (2 nucleotides; 13 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369085	NCBI:txid545792	"To GenBank (2 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369097	NCBI:txid2711158	"To GenBank (5 nucleotides; 3 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369100	NCBI:txid1277724	"To GenBank (15 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369105	NCBI:txid2094300	"To GenBank (3 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369110	NCBI:txid1967495	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369111	NCBI:txid1967496	"To GenBank (3 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369115	NCBI:txid2053899	"To GenBank (3 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369117	NCBI:txid133436	"To GenBank (31 nucleotides; 23 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369122	NCBI:txid3119673	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369124	NCBI:txid3119674	"To GenBank (1 nucleotides; 13 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369128	NCBI:txid60578	"To GenBank (21 nucleotides; 9 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369130	NCBI:txid194554	"To GenBank (18 nucleotides; 7 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369131	NCBI:txid2711160	"To GenBank (10 nucleotides; 6 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369132	NCBI:txid60579	"To GenBank (18 nucleotides; 19 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369133	NCBI:txid2711161	"To GenBank (19 nucleotides; 10 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369137	NCBI:txid2053902	"To GenBank (6 nucleotides; 15 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369147	NCBI:txid135421	"To GenBank (7 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369149	NCBI:txid559833	"To GenBank (2 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369151	NCBI:txid133449	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369152	NCBI:txid133450	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369157	NCBI:txid136986	"To GenBank (27 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369172	NCBI:txid431634	"To GenBank (19 nucleotides; 8 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369177	NCBI:txid136941	"To GenBank (96 nucleotides; 61 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369178	NCBI:txid667381	"To GenBank (14716 nucleotides; 174 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369180	NCBI:txid2739565	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369181	NCBI:txid1336598	"To GenBank (23 nucleotides; 22 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369188	NCBI:txid35492	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369189	NCBI:txid2608109	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369190	NCBI:txid2830	"To GenBank (2 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369191	NCBI:txid1538618	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369199	NCBI:txid1266580	"To GenBank (4 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369201	NCBI:txid1284654	"To GenBank (8 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369203	NCBI:txid2567218	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369204	NCBI:txid2567219	"To GenBank (1 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369206	NCBI:txid523733	"To GenBank (5 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369207	NCBI:txid523739	"To GenBank (32 nucleotides; 14 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369208	NCBI:txid523740	"To GenBank (17 nucleotides; 9 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369209	NCBI:txid442705	"To GenBank (82 nucleotides; 78 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369211	NCBI:txid2025422	"To GenBank (6 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369212	NCBI:txid2025410	"To GenBank (6 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369213	NCBI:txid442696	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369214	NCBI:txid442697	"To GenBank (38 nucleotides; 35 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369221	NCBI:txid3111695	"To GenBank (2 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369224	NCBI:txid945921	"To GenBank (1 nucleotides; 0 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369229	NCBI:txid2080591	"To GenBank (31 nucleotides; 9 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369237	NCBI:txid1196089	"To GenBank (5 nucleotides; 4 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369244	NCBI:txid2080605	"To GenBank (13 nucleotides; 6 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369246	NCBI:txid363312	"To GenBank (5 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369251	NCBI:txid479754	"To GenBank (5 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369252	NCBI:txid2736418	"To GenBank (2 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369262	NCBI:txid356926	"To GenBank (6 nucleotides; 2 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369265	NCBI:txid3025798	"To GenBank (3 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369281	NCBI:txid3025799	"To GenBank (3 nucleotides; 1 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369294	NCBI:txid1197967	"To GenBank (103 nucleotides; 51 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369295	NCBI:txid344941	"To GenBank (181 nucleotides; 111 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369310	NCBI:txid131039	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369311	NCBI:txid82842	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369312	NCBI:txid717667	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369313	NCBI:txid496661	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369319	NCBI:txid156193	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369321	NCBI:txid590100	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369323	NCBI:txid197834	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369325	NCBI:txid136832	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369331	NCBI:txid285088	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369332	NCBI:txid3021	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369333	NCBI:txid1086041	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369336	NCBI:txid55437	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369337	NCBI:txid257546	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369338	NCBI:txid1563189	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369340	NCBI:txid31332	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369341	NCBI:txid248900	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369343	NCBI:txid228268	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369346	NCBI:txid136786	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369350	NCBI:txid296669	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369354	NCBI:txid257548	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369356	NCBI:txid204409	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369357	NCBI:txid79258	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369364	NCBI:txid35191	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369366	NCBI:txid332492	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369367	NCBI:txid169777	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369371	NCBI:txid76790	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369375	NCBI:txid298870	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369376	NCBI:txid177250	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369377	NCBI:txid44055	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369378	NCBI:txid44057	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369379	NCBI:txid190710	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369380	NCBI:txid257565	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369383	NCBI:txid461175	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369384	NCBI:txid91047	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369392	NCBI:txid185013	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369393	NCBI:txid2053914	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369394	NCBI:txid2080620	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369396	NCBI:txid461177	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369397	NCBI:txid860623	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369398	NCBI:txid1037069	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369398	NCBI:txid185690	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369401	NCBI:txid207659	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369403	NCBI:txid112052	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369404	NCBI:txid227085	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369406	NCBI:txid2975087	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369409	NCBI:txid1582915	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369418	NCBI:txid48614	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369420	NCBI:txid282347	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369421	NCBI:txid131047	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369426	NCBI:txid2007181	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369427	NCBI:txid134682	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369428	NCBI:txid48940	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369431	NCBI:txid2320806	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369434	NCBI:txid131051	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369435	NCBI:txid79946	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369436	NCBI:txid218444	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369437	NCBI:txid499614	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369440	NCBI:txid28864	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369442	NCBI:txid47094	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369445	NCBI:txid2771339	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369446	NCBI:txid97147	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369447	NCBI:txid590102	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369448	NCBI:txid332496	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369452	NCBI:txid1848511	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369453	NCBI:txid97149	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369455	NCBI:txid39622	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369458	NCBI:txid3108429	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369462	NCBI:txid2080621	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369463	NCBI:txid219613	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369465	NCBI:txid109051	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369469	NCBI:txid1086047	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369471	NCBI:txid2509197	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369473	NCBI:txid29198	"To GenBank (29 nucleotides; 29 proteins)"		ncbi	
urn:lsid:marinespecies.org:taxname:369474	NCBI:txid35854	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369475	NCBI:txid3135190	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369476	NCBI:txid264715	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369486	NCBI:txid284809	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369489	NCBI:txid1104430	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369492	NCBI:txid38823	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369493	NCBI:txid681546	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369494	NCBI:txid159504	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369496	NCBI:txid2782743	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369497	NCBI:txid131055	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369498	NCBI:txid2756146	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369499	NCBI:txid926347	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369501	NCBI:txid1588894	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369502	NCBI:txid2008663	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369505	NCBI:txid257550	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369506	NCBI:txid2007205	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369508	NCBI:txid74098	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369509	NCBI:txid2008718	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369510	NCBI:txid1852974	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369512	NCBI:txid2978433	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369515	NCBI:txid68861	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369515	NCBI:txid933046	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369516	NCBI:txid2774	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369518	NCBI:txid142498	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369522	NCBI:txid111647	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369525	NCBI:txid3101719	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369528	NCBI:txid163326	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369530	NCBI:txid327985	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369532	NCBI:txid2949235	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369536	NCBI:txid195966	"To Genbank"		ncbi	
urn:lsid:marinespecies.org:taxname:369539	NCBI:txid142501	"To Genbank"		ncbi	
